destinationStopName,destinationStopCategory,stage,observationDateTime,travelDistance,originStopName,fareForChild,fareForAdult,id,originDestinationCode,originStopCategory
UNN NAKA BRTS,BRT,5,2020-12-23T08:30:12+05:30,9.80206,MAKKAI POOL TERMINAL,6.0,12.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4027,TERMINAL
"VASTUGRAM, VIP ROAD",CBS,5,2020-12-23T08:30:12+05:30,9.81585,MAKKAI POOL TERMINAL,6.0,12.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4662,TERMINAL
ARVIND NAGAR,CBS,5,2020-12-23T08:30:12+05:30,9.8164,MAKKAI POOL TERMINAL,6.0,12.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4429,TERMINAL
BAPA SITARAM CHOWK YOGI NAGAR,CBS,5,2020-12-23T08:30:12+05:30,9.82509,MAKKAI POOL TERMINAL,6.0,12.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4318,TERMINAL
ICCHAPOR LAKE,CBS,5,2020-12-23T08:30:12+05:30,9.85843,MAKKAI POOL TERMINAL,6.0,12.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4956,TERMINAL
BHESAN GAAM,CBS,5,2020-12-23T08:30:12+05:30,9.87013,MAKKAI POOL TERMINAL,6.0,12.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7839,TERMINAL
MOTA VARACHHA FIRE STATION,CBS,5,2020-12-23T08:30:12+05:30,9.93558,MAKKAI POOL TERMINAL,6.0,12.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4371,TERMINAL
GWSSB VARIAV,CBS,5,2020-12-23T08:30:12+05:30,9.95066,MAKKAI POOL TERMINAL,6.0,12.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4707,TERMINAL
SHYAM SUNDAR APARTMENT,CBS,5,2020-12-23T08:30:12+05:30,9.95169,MAKKAI POOL TERMINAL,6.0,12.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4317,TERMINAL
VEDCHA PATIA,CBS,6,2020-12-23T08:30:12+05:30,10.00972,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4902,TERMINAL
SIMADA NAHER JUNCTION BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.02524,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4049,TERMINAL
PRIYANKA GOLD SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.04746,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4525,TERMINAL
SOMESHWAR NAGAR 1,CBS,6,2020-12-23T08:30:12+05:30,10.06067,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4531,TERMINAL
YOGI NAGAR BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.06515,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4051,TERMINAL
GURUKRUPA INDUSTRIES SOC,CBS,6,2020-12-23T08:30:12+05:30,10.0839,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4551,TERMINAL
GAURAV PARK SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.09524,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4305,TERMINAL
PATEL PARK,CBS,6,2020-12-23T08:30:12+05:30,10.1071,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4333,TERMINAL
SANGINI SKIES,CBS,6,2020-12-23T08:30:12+05:30,10.11522,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4452,TERMINAL
SAVALIYA CIRCLE,CBS,6,2020-12-23T08:30:12+05:30,10.12815,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4348,TERMINAL
SAVJIKORAT BRIDGE,CBS,6,2020-12-23T08:30:12+05:30,10.13366,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4366,TERMINAL
JALARAM SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.1361,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4899,TERMINAL
BHESTAN RAILWAY STATION,CBS,6,2020-12-23T08:30:12+05:30,10.14251,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4501,TERMINAL
SARTHANA NATURE PARK BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.162,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4054,TERMINAL
"NANDINI FLAT, VIP ROAD",CBS,6,2020-12-23T08:30:12+05:30,10.17763,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4663,TERMINAL
KOSAD BHARTHANA  ROAD,CBS,6,2020-12-23T08:30:12+05:30,10.18058,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7817,TERMINAL
MOTA VARACHHA WARD OFFICE,CBS,6,2020-12-23T08:30:12+05:30,10.20159,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4372,TERMINAL
SWAGAT SOCIETY BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.26681,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4052,TERMINAL
UNN INDUSTRIAL ESTATE BRTS,BRT_Transfer,6,2020-12-23T08:30:12+05:30,10.29673,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4028,TERMINAL
MARUTIDHAM SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.30178,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4304,TERMINAL
HOTEL EXCELLENCY ICCHAPOR,CBS,6,2020-12-23T08:30:12+05:30,10.30246,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4957,TERMINAL
SWAPNA SRUSTI RESIDENCY,CBS,6,2020-12-23T08:30:12+05:30,10.32303,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4527,TERMINAL
VEDCHHA FAATA,CBS,6,2020-12-23T08:30:12+05:30,10.36493,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4453,TERMINAL
SIMADA GAM,CBS,6,2020-12-23T08:30:12+05:30,10.3791,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4334,TERMINAL
RAGHUKUL RESIDENCY,CBS,6,2020-12-23T08:30:12+05:30,10.41055,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4350,TERMINAL
SARTHANA NAKA,CBS,6,2020-12-23T08:30:12+05:30,10.41264,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4338,TERMINAL
NALANDA SCHOOL VESU ABHVA ROAD,CBS,6,2020-12-23T08:30:12+05:30,10.43519,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4678,TERMINAL
D.I.E.T.,CBS,6,2020-12-23T08:30:12+05:30,10.45429,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4526,TERMINAL
SIMADA JUNCTION BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.46594,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4050,TERMINAL
BHAGWAN NAGAR SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.49205,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4343,TERMINAL
MOTA VARACHHA PRATHMIK SCHOOL,CBS,6,2020-12-23T08:30:12+05:30,10.50516,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4373,TERMINAL
SHRI KAILAS MANAS SCHOOL,CBS,6,2020-12-23T08:30:12+05:30,10.52143,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4504,TERMINAL
MAULANA AZAD ENGLISH SCHOOL,CBS,6,2020-12-23T08:30:12+05:30,10.5439,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4530,TERMINAL
RADHE PARK,CBS,6,2020-12-23T08:30:12+05:30,10.57445,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4349,TERMINAL
ICCHAPOR TOWN,CBS,6,2020-12-23T08:30:12+05:30,10.5948,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4958,TERMINAL
"GAIL INDIA LTD, VIP ROAD",CBS,6,2020-12-23T08:30:12+05:30,10.61722,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4664,TERMINAL
MAGDALLA PORT,CBS,6,2020-12-23T08:30:12+05:30,10.63373,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6688,TERMINAL
NOORANI PARK SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.63836,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7819,TERMINAL
SIMADA VARIGRUH,CBS,6,2020-12-23T08:30:12+05:30,10.68893,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4337,TERMINAL
NAVAPARA VARIAV,CBS,6,2020-12-23T08:30:12+05:30,10.69473,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4795,TERMINAL
RESHMA NAGAR,CBS,6,2020-12-23T08:30:12+05:30,10.69568,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4528,TERMINAL
VRAJVILLA SOCIETY SHYAMNAGAR,CBS,6,2020-12-23T08:30:12+05:30,10.70796,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4335,TERMINAL
UNN CHAR RASTA BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.73191,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4029,TERMINAL
SANIYA HEMAD,CBS,6,2020-12-23T08:30:12+05:30,10.77826,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4898,TERMINAL
ANMOL PARK SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.82053,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4384,TERMINAL
UNN GAM,CBS,6,2020-12-23T08:30:12+05:30,10.92077,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4529,TERMINAL
MOTA VARACHHA LAKE,CBS,6,2020-12-23T08:30:12+05:30,10.92123,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4374,TERMINAL
PURUSHOTTAM NAGAR BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.92477,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4033,TERMINAL
JIAV GAAM,CBS,6,2020-12-23T08:30:12+05:30,10.96991,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4505,TERMINAL
LAJAMANI CHOWK,CBS,6,2020-12-23T08:30:12+05:30,10.97888,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4367,TERMINAL
ABG SHIPYARD,CBS,6,2020-12-23T08:30:12+05:30,10.98603,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6110,TERMINAL
VRAJ CHOWK,CBS,6,2020-12-23T08:30:12+05:30,11.01092,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4336,TERMINAL
BHESTAN EWS HOUSING,CBS,6,2020-12-23T08:30:12+05:30,11.03439,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4538,TERMINAL
VARIAV GAAM,CBS,6,2020-12-23T08:30:12+05:30,11.05268,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4709,TERMINAL
NOORANI MASJID,CBS,6,2020-12-23T08:30:12+05:30,11.06373,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7820,TERMINAL
GAVIYAR VANTA,CBS,6,2020-12-23T08:30:12+05:30,11.08761,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6689,TERMINAL
GAURAV SENANI BHAVAN,CBS,6,2020-12-23T08:30:12+05:30,11.09225,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4391,TERMINAL
ONGC ROAD JUNCTION,CBS,6,2020-12-23T08:30:12+05:30,11.12463,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6990,TERMINAL
V T NAGAR ROAD,CBS,6,2020-12-23T08:30:12+05:30,11.13607,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4313,TERMINAL
SEWAGE PUMPING MOTA VARACHHA,CBS,6,2020-12-23T08:30:12+05:30,11.25679,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4377,TERMINAL
GREEN PARK BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.2715,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4030,TERMINAL
KUBERNAGAR,CBS,6,2020-12-23T08:30:12+05:30,11.33118,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4393,TERMINAL
RAJHANS TOWER,CBS,6,2020-12-23T08:30:12+05:30,11.33387,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4368,TERMINAL
ANAND DHARA SOCIETY MOTA VARACHHA,CBS,6,2020-12-23T08:30:12+05:30,11.33817,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4307,TERMINAL
SANKALP RESIDENCY,CBS,6,2020-12-23T08:30:12+05:30,11.3514,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4385,TERMINAL
TAPI ARCADE,CBS,6,2020-12-23T08:30:12+05:30,11.36653,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4375,TERMINAL
VARIAV GAAM APPROACH,CBS,6,2020-12-23T08:30:12+05:30,11.40296,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4794,TERMINAL
DIVA FARM,CBS,6,2020-12-23T08:30:12+05:30,11.45927,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4314,TERMINAL
SHYAMDHAM MANDIR BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.4942,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4034,TERMINAL
VERONA RESIDENCY,CBS,6,2020-12-23T08:30:12+05:30,11.50061,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4392,TERMINAL
JILANI NAGAR,CBS,6,2020-12-23T08:30:12+05:30,11.53192,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7821,TERMINAL
GAVIYAR GAM,CBS,6,2020-12-23T08:30:12+05:30,11.53693,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6111,TERMINAL
TALAD,CBS,6,2020-12-23T08:30:12+05:30,11.55593,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6802,TERMINAL
"KAVI SHREE AMRUT GHAYAL SCHOOL, VARIAV",CBS,6,2020-12-23T08:30:12+05:30,11.6059,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 5703,TERMINAL
ABHVA GAAM,CBS,6,2020-12-23T08:30:12+05:30,11.66791,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6679,TERMINAL
SURAT AIRPORT,CBS,6,2020-12-23T08:30:12+05:30,11.69069,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6690,TERMINAL
JJ FARM,CBS,6,2020-12-23T08:30:12+05:30,11.76345,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4395,TERMINAL
N C THAKKAR SCHOOL,CBS,6,2020-12-23T08:30:12+05:30,11.76462,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4315,TERMINAL
SACHIN GIDC JUNCTION BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.77643,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4031,TERMINAL
BHARTHANA GAAM,CBS,6,2020-12-23T08:30:12+05:30,11.81028,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7818,TERMINAL
PANCHTATVA,CBS,6,2020-12-23T08:30:12+05:30,11.83902,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4380,TERMINAL
SANTRO BAKERY,CBS,6,2020-12-23T08:30:12+05:30,11.90516,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7822,TERMINAL
NIYOL PATIYA,CBS,6,2020-12-23T08:30:12+05:30,11.9308,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6880,TERMINAL
BHESTAN JIAV ROAD,CBS,6,2020-12-23T08:30:12+05:30,11.9585,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4506,TERMINAL
SAGWADI BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.98582,MAKKAI POOL TERMINAL,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4035,TERMINAL
MELDI MATA TEMPLE,CBS,7,2020-12-23T08:30:12+05:30,12.13359,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4394,TERMINAL
GOKULDHAM,CBS,7,2020-12-23T08:30:12+05:30,12.18624,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4376,TERMINAL
SACHIN GIDC JUNCTION,CBS,7,2020-12-23T08:30:12+05:30,12.19909,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6896,TERMINAL
COLOURTEX INDUSTRIES,CBS,7,2020-12-23T08:30:12+05:30,12.30557,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7823,TERMINAL
DIPLI GAAM,CBS,7,2020-12-23T08:30:12+05:30,12.46389,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6501,TERMINAL
VALAK GAM BRTS,BRT,7,2020-12-23T08:30:12+05:30,12.48928,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4036,TERMINAL
SHREE KARAMSHIRAM BAPA ASHRAM,CBS,7,2020-12-23T08:30:12+05:30,12.49015,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4379,TERMINAL
SAI PETROLEUM,CBS,7,2020-12-23T08:30:12+05:30,12.5936,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6897,TERMINAL
KRIBHCO NAGAR,CBS,7,2020-12-23T08:30:12+05:30,12.62573,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6959,TERMINAL
BUDIYA RWSS,CBS,7,2020-12-23T08:30:12+05:30,12.66477,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6502,TERMINAL
BCA COLLEGE MASMA,CBS,7,2020-12-23T08:30:12+05:30,12.66535,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6803,TERMINAL
ANTROLI,CBS,7,2020-12-23T08:30:12+05:30,12.8791,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6881,TERMINAL
GABHENI ROAD,CBS,7,2020-12-23T08:30:12+05:30,12.92118,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7824,TERMINAL
VASVARI LAKE,CBS,7,2020-12-23T08:30:12+05:30,12.97019,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6817,TERMINAL
DUMAS KUVADA,CBS,7,2020-12-23T08:30:12+05:30,12.9786,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6108,TERMINAL
PALSANA CHOKDI,CBS,7,2020-12-23T08:30:12+05:30,13.01096,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6898,TERMINAL
"RAGHUVIR ROW HOUSE, VALAK PATIYA BRTS",BRT,7,2020-12-23T08:30:12+05:30,13.09242,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6001,TERMINAL
PALIWAL BRTS,BRT Cabin,7,2020-12-23T08:30:12+05:30,13.27821,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4061,TERMINAL
VASVARI GAAM,CBS,7,2020-12-23T08:30:12+05:30,13.31544,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6818,TERMINAL
YOGESHWAR PARK SACHIN,CBS,7,2020-12-23T08:30:12+05:30,13.45183,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6899,TERMINAL
GODHPUR TOWNSHIP,CBS,7,2020-12-23T08:30:12+05:30,13.57297,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6945,TERMINAL
GOTHAN VASVAARI FAATA,CBS,7,2020-12-23T08:30:12+05:30,13.66778,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6819,TERMINAL
PP SAVANI SANKUL,CBS,7,2020-12-23T08:30:12+05:30,13.67185,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6829,TERMINAL
MASMA,CBS,7,2020-12-23T08:30:12+05:30,13.67871,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6804,TERMINAL
LASKANA GAM BRTS,BRT,7,2020-12-23T08:30:12+05:30,13.74249,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6002,TERMINAL
BUDIYA LAKE,CBS,7,2020-12-23T08:30:12+05:30,13.78266,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6503,TERMINAL
C.K.PITHAWALA ENG.COLLEGE,CBS,7,2020-12-23T08:30:12+05:30,13.88213,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6112,TERMINAL
PARDI KANDE,CBS,7,2020-12-23T08:30:12+05:30,13.89771,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6900,TERMINAL
KHADSAD GAAM,CBS,7,2020-12-23T08:30:12+05:30,13.94155,MAKKAI POOL TERMINAL,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6871,TERMINAL
RAILWAY COLONY,CBS,8,2020-12-23T08:30:12+05:30,14.0424,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6960,TERMINAL
BUDIYA GAAM,CBS,8,2020-12-23T08:30:12+05:30,14.07513,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6504,TERMINAL
DGVCL LASKANA BRTS,BRT,8,2020-12-23T08:30:12+05:30,14.27015,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6003,TERMINAL
LADVI GAM,CBS,8,2020-12-23T08:30:12+05:30,14.3019,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6882,TERMINAL
SACHIN PRIMARY SCHOOL,CBS,8,2020-12-23T08:30:12+05:30,14.34565,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6901,TERMINAL
ISHANPOR,CBS,8,2020-12-23T08:30:12+05:30,14.37002,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6805,TERMINAL
